ID_Customer,CompanyName,CustomerType,CustomerSource,Terms,Cust_Cont_ContNum_x_PrimaryPhone::Number,Cust_Cont_ContNum_x_PrimaryFax::Number
,,,,,253-835-2540,
,,,,,253-835-6736,
,,,,,253-835-2700,
3277,Ken's Korner Red Apple,DEAD,DEAD,Pay On Pickup,360-341-2414,360-341-1612
,,,,,360-341-2414,360-321-6151
,,,,,360-341-2414,360-341-1612
3278,Q.F.C. #50892,DEAD,DEAD,Pay On Pickup,425-888-1682,
3280,Wayne Johnson,DEAD,DEAD,Pay On Pickup,206-669-6460,
3281,Commercial Services Northwest,DEAD,DEAD,Pay On Pickup,253-272-0552,253-272-0548
3282,Offenbecher Commercial Real Estate,DEAD,DEAD,Pay On Pickup,253-840-5574,253-840-0152
,,,,,253-840-5574,253-840-0152
3283,Gibraltar Enterprises,DEAD,DEAD,Pay On Pickup,541-729-0128,541-342-8517
3284,Pivetta Brothers Construction,Construction,Null,Pay On Pickup,253-862-7890,253-863-3568
,,,,,253-862-7890,253-863-3568
,,,,, (206) 396-4601,
,,,,,253-862-7890,
,,,,,253-862-7890,
,,,,,253-862-7890,
,,,,,253-862-7890,
,,,,,253-862-7890,
,,,,,360-508-6155,
3285,Kountry Korner,DEAD,DEAD,Pay On Pickup,360-297-2919,
3286,Q.F.C. #870,DEAD,DEAD,Pay On Pickup,360-385-1070,
3287,Houston Energy Association,DEAD,DEAD,Pay On Pickup,(713)529-5247,
,,,,,(713)788-1683,artist
,,,,,(713)230-3550,
3288,McClary Columbia Corp.,DEAD,DEAD,Pay On Pickup,253-632-8495,253-212-6779
3289,New York Power Authority,DEAD,DEAD,Pay On Pickup,941-681-6200,"(914)681-6534.

"
3290,Idaho Rigging,DEAD,DEAD,Pay On Pickup,(208)245-3523,
3291,San Dune Tavern,DEAD,DEAD,Pay On Pickup,503-368-5080,
3292,Loomis Fargo - Seattle,DEAD,DEAD,Pay On Pickup,206-762-0770,206-763-5003
,,,,,206-762-0770,206-763-5003
3293,Sea-Tac Ford,DEAD,DEAD,Pay On Pickup,206-763-9100,206-767-9376
,,,,,206-763-9100,206-767-9376
,,,,,(206)763-9100 X 1147,(206)767-9376
3294,Guardian Fall Protection,Construction ,Google Search,Pay On Pickup,800-466-6385,
3295,National Semiconductor,DEAD,DEAD,Pay On Pickup,253-905-7693,253-927-4526
3296,Debby Guertin,DEAD,DEAD,Pay On Pickup,360-435-8265,
3297,Abbott Labs,DEAD,DEAD,Pay On Pickup,206-634-0520,206-547-2515
3298,Quinault Beach Resort,DEAD,DEAD,Pay On Pickup,360-289-9466,
,,,,,541-461-2000,541-461-2121
3299,Nature's Wildlife Gallery,DEAD,DEAD,Pay On Pickup,425-392-9914,
3300,Evergreen Tree Experts,DEAD,DEAD,Pay On Pickup,253-875-3304,
3301,Auto Trim Design,Corporate,Null,Net 10,425-277-9000,425-277-4777
,,,,,425-277-9000,425-251-8001
,,,,,,
3302,Pierce County District Court,DEAD,DEAD,Pay On Pickup,253-798-6667,253-798-6185
3303,Dr. Rena Vakay,DEAD,DEAD,Pay On Pickup,,
3304,DEAD,DEAD,DEAD,Pay On Pickup,,
3306,TLCCLC,DEAD,DEAD,Pay On Pickup,360-902-4511,
3307,Prickett Family Reunion,DEAD,DEAD,Pay On Pickup,(253)852-8976,(253)859-8242
3308,Hardel Builders Center,DEAD,DEAD,Pay On Pickup,360-357-6353,360-357-6360
3309,DEAD,DEAD,DEAD,Pay On Pickup,425-821-6611,425-820-5504
3310,DEAD,DEAD,DEAD,Pay On Pickup,253-798-3577,
3312,Jefferson Smurfit Cedar Town,DEAD,DEAD,Pay On Pickup,770-749-2972,770-748-6835
3313,Prime Equipment Rentals,DEAD,DEAD,Pay On Pickup,541-388-0160,
3314,AWC Collision Center,DEAD,DEAD,Pay On Pickup,926-2225,926-8796
3315,Univ of Puget Sound - Student Accounts,DEAD,DEAD,Pay On Pickup,253-879-3947,
,,,,,414-702-7426,N/A 
3316,Muckleshoot Tribe (Veterans),DEAD,DEAD,Pay On Pickup,253-887-8536,253-939-5311
,,,,,360-802-1922,pager
,,,,,253-939-3311,
,,,,,253-939-3311,
,,,,,,
,,,,,253-939-3311,
3319,Members Only,DEAD,DEAD,Pay On Pickup,253-265-2656,425-485-5186
,,,,,253-265-2656,425-485-5186
3320,White Knuckle,Corporate,Internet,Pay On Pickup,,
,,,,,206-920-7516c,
,,,,,,
,,,,,253-250-3500,
3321,Suquamish Clearwater Casino,DEAD,DEAD,Pay On Pickup,360-598-6889,360-598-5334
,,,,,360-598-6889,360-598-5334
,,,,,360-598-6889,360-598-5334
3322,Glacier Northwest - Mats Mats,DEAD,DEAD,Pay On Pickup,360-497-2211,360-437-0350
3323,Hewlett Packard,DEAD,DEAD,Pay On Pickup,650-857-6036,650-236-9886
,,,,,"650.857.2109
",
3324,Twin Lakes Chiropractic,Medical,Null,Pay On Pickup,253-347-9857,
,,,,,253-838-3777,
3325,Calvary Community Church,DEAD,DEAD,Pay On Pickup,253-863-3352,253-863-1623
,,,,,253-863-3352,253-863-1623
,,,,,253-863-3352,253-863-1623
3326,Cascade Cancer Center,DEAD,DEAD,Pay On Pickup,425-899-3178,425-899-3239
,,,,,360-770-4740,
3327,Samson Tug & Barge,Construction ,Internet,Net 10,(907)747-8559,907-738-8559 c
,,,,,(907)747-8559,
,,,,,,
,,,,,907-747-8559,
,,,,,,
,,,,,,
,,,,,12532040690,
,,,,,3049047120,
,,,,,9078215156,
,,,,,9076179286,
,,,,,2533661984,
,,,,,206-679-8959,
,,,,,253-366-1984,
,,,,,9077387887,
,,,,,4252360447,
,,,,,907-623-7709,
3328,Pacific Transportation Services,DEAD,DEAD,Pay On Pickup,253-891-7682,253-891-7178
,,,,,253-891-7682,253-891-7178
3329,Shark Athletic ,DEAD,DEAD,Pay On Pickup,208-883-2639,208-882-6771
3330,Driftwood Key Club,Corporate,Prior Customer,Pay On Pickup,360-638-2522,360-638-1300
,,,,,206-715-4630,360-638-0197
,,,,,425-244-8932,425-244-8932
,,,,,360-638-2077,360-638-2321
,,,,,360-638-2077,
,,,,,360-204-0622,
,,,,,360-638-2077,
3331,Washington Telecommunications Assoc.,DEAD,DEAD,Pay On Pickup,253-589-6005,
,,,,,(253)856-4646,
,,,,,,206-296-0842
3332,Puyallup Boys Tennis,DEAD,DEAD,Pay On Pickup,253-272-4974,
3333,University Book Store (Bellevue),DEAD,DEAD,Pay On Pickup,206-634-3400,
,,,,,,
,,,,,,
3335,Usibelli Coal Mines,Construction ,Direct Mail,Pay On Pickup,907-683-2226 ext 718,907-683-2650
,,,,,907-57-0221,907-451-6543
,,,,,907-452-2625 ext.232,
,,,,,,
3336,Habana Lounge and Cafe (DEAD ACCOUNT),DEAD,DEAD,Pay On Pickup,253-565-3366,253-565-3330
3337,Van Lierop Garden Market,DEAD,DEAD,Pay On Pickup,253-862-8510,
3338,DEAD,DEAD,DEAD,Pay On Pickup,,
3339,Dead,DEAD,DEAD,Pay On Pickup,1 800 553 8601,907 424 5851
3340,Emerald Ridge High School,DEAD,DEAD,Pay On Pickup,253-848-7926,
,,,,,253-848-4073 (home),
,,,,,253-848-3232,
,,,,,253-770-1661,
,,,,,253-722-6216,
,,,,,,
3341,Geo-Agents,DEAD,DEAD,Pay On Pickup,360-754-8828,360-754-1074
,,,,,,
3342,Eprise Corporation,DEAD,DEAD,Pay On Pickup,425-357-8578,
,,,,,310-600-4604,
3343,Corporate Casework Inc.,DEAD,DEAD,Pay On Pickup,877-557-6849,(253)588-4634
,,,,,,
3344,Legends Photography,Corporate,Sales Rep Referral,Pay On Pickup,253-927-8070,253-815-0618
,,,,,253-838-7787,
,,,,,,
3345,Pettit Oil Company (Tacoma),DEAD,DEAD,Pay On Pickup,,
3346,Janke Asphalt Paving,Construction,Referral,Pay On Pickup,253-531-1509,253-535-5360
,,,,,253-531-1509,253-535-5360
3347,Sherry Starr,DEAD,DEAD,Pay On Pickup,800-366-5551 ext 134,360-802-2110
3348,Lady Links.com,DEAD,DEAD,Pay On Pickup,253-896-2103,253-896-2241
,,,,,253-896-2103,253-896-2241
3349,DEAD,DEAD,DEAD,Pay On Pickup,,
3351,Washington Air National Guard,DEAD,DEAD,Pay On Pickup,253-512-3213,
3352,USPA,DEAD,DEAD,Pay On Pickup,559-924-7733,559-924-7740
,,,,,800-587-7247,800-640-8772
3353,JFK Gardens,Corporate,Null,Pay On Pickup,425-432-1107,425-432-7270
3357,Fruitland PTA,DEAD,DEAD,Pay On Pickup,253-537-6511,
3358,Department of Natural Resources -Aquatic Division,DEAD,DEAD,Pay On Pickup,360-902-1050,360-902-1786
,,,,,,
,,,,,,
3359,Sonoran Tours,DEAD,DEAD,Pay On Pickup,520-271-8687,
3360,Desperado BBQ & Rib Company,DEAD,DEAD,Pay On Pickup,(330)220-4111,
3361,Easy Access Software,DEAD,DEAD,Pay On Pickup,732-741-0505,732-741-1668
3362,LARRY OLSON,DEAD,DEAD,Pay On Pickup,,
3363,Cynergy System Design,DEAD,DEAD,Pay On Pickup,512-338-0165,512-338-0192
,,,,,512-338-0165,512-338-0192
,,,,,,
3364,US Bancorp,DEAD,DEAD,Pay On Pickup, , 
3365,"Sunnfjord Boats,  Incorp",DEAD,DEAD,Pay On Pickup,253-627-1742,253-627-1748
3366,Heath Farms Inc.,Corporate,Internet,Visa,715-228-4106,715-228-4107
,,,,,,
3367,DEAD,DEAD,DEAD,Pay On Pickup,,
3368,Aventis Behring,DEAD,DEAD,Pay On Pickup,Dead Lead,
3369,Deception Pass Trading Co.,DEAD,DEAD,Pay On Pickup,360-675-5770,
3370,Fred Meyer,DEAD,DEAD,Pay On Pickup,800-858-9202,503-797-7435
,,,,,,800-927-7661
3372,Cheers of Sedona,DEAD,DEAD,Pay On Pickup,520-282-1193,520-282-4683
3373,DEAD,DEAD,DEAD,Pay On Pickup,,
3374,UW School of Dentistry,DEAD,DEAD,Pay On Pickup,,206-616-2612
3375,Zap City (Vacaville),DEAD,DEAD,Pay On Pickup,707-447-4474,707-449-9744
3376,North Star Elementary,DEAD,DEAD,Pay On Pickup,253-538-3700,253-538-3738
3377,Hewlett Packard (Palo Alto),DEAD,DEAD,Pay On Pickup,(650)857-8412,(650)857-7499
3378,Stahl Jr High,DEAD,DEAD,Pay On Pickup,253-840-8881,253-840-8992
3379,Jefferson Co. Sheriffs Dept,DEAD,DEAD,Pay On Pickup,360-379-0521,360-379-0521
,,,,,,
,,,,,360-385-3831 X 1,360-379-0521
3380,ABM Janitorial Services - Tacoma,DEAD,DEAD,Pay On Pickup,253-383-4484,253-383-7272
3381,UW Dept. of Industrial Engineering,DEAD,DEAD,Pay On Pickup,206-543-1427,206-685-3072
3382,Columbus Brick Company,DEAD,DEAD,Pay On Pickup,662-328-4931,662-328-4934
3383,Auburn Sports and Marine,DEAD,DEAD,Pay On Pickup,253-833-1440,253-735-9412
3384,Calmont Wire & Cable,DEAD,DEAD,Pay On Pickup,253-435-0095,253-435-0343
3385,Ole & Charlie's Marinas,Corporate,sign outside,Pay On Pickup,253-272-1173,253-572-1622
3386,Pioneer Aerofab,DEAD,DEAD,Pay On Pickup,360-757-4780,
3387,Dominos Pizza - Kentucky Dist. Center,DEAD,DEAD,Pay On Pickup,1800-536-3625,859-283-9713
,,,,,1800-536-3625,859-283-9713
3389,Long's Drug Store #442,DEAD,DEAD,Pay On Pickup,425-778-2130,
3390,DEAD,DEAD,DEAD,Pay On Pickup,253-896-1158,
3391,Agilent Technologies,DEAD,DEAD,Pay On Pickup,(916)788-6403,"916-985-1101
"
3392,Department Natural Resources,DEAD,DEAD,Pay On Pickup,360-902-1480,360-902-1428
,,,,,360-902-1204,
3393,Longs Drug Store #531,DEAD,DEAD,Pay On Pickup,,
,,,,,206-275-4787,
3395,Puyallup Aquatic Club,DEAD,DEAD,Pay On Pickup,863-6200 ext 126,863-2695
3396,Sentinel Finance Pty. Limited,DEAD,DEAD,Pay On Pickup,61-2-9966-8966,
,,,,,61-2-9966-8966,
3397,"Norstar Industries, Inc.",Corporate,Old customer,Net 10,800-735-1881,253-735-2051
3398,Tacoma Digestive Disease Center,DEAD,DEAD,Pay On Pickup,253-272-8664 ext157,253-428-8136
,,,,,253-272-8701,
,,,,,253-272-8664 ,253-428-8136
,,,,,253-272-8664,253-627-7880
,,,,,253-272-8664,253-428-8136
,,,,,253-503-2551,
3400,Olympic Bagel Company,DEAD,DEAD,Pay On Pickup,360-452-9100,
3401,The Vineyard Cafe and Catering,DEAD,DEAD,Pay On Pickup,253-476-3515,253-474-0189
3402,Albertsons #572,DEAD,DEAD,Pay On Pickup,503-251-9520,
3404,Zefer,DEAD,DEAD,Pay On Pickup,"212-228-9910
",
3405,J. B. Upholstery,DEAD,DEAD,Pay On Pickup,253-845-4914,none
3406,Northwood Elementary,DEAD,DEAD,Pay On Pickup,253-841-8740,
,,,,,253-927-0790,
,,,,,253-561-3490,
3407,Contractor Service & Supply,DEAD,DEAD,Pay On Pickup, ,
,,,,,,
3408,Mama Stortini's,DEAD,DEAD,Pay On Pickup,845-7569,604-0601
,,,,,845-7569,604-0601
,,,,,845-7569,604-0601
,,,,,845-7569,604-0601
3409,Little Wheels QMA,Corporate,Null,Pay On Pickup,253-332-2940,
,,,,,253-732-0952,
,,,,,253-223-3069,
,,,,,253-973-2763,
,,,,,253-228-09-26,
3410,Accqtec Inc,DEAD,DEAD,Pay On Pickup,877-688-7645,888-621-4947
3411,Bon Vivant Cooking School,DEAD,DEAD,Pay On Pickup,206-525-7537,
3412,Karma Blair,DEAD,DEAD,Pay On Pickup,,
3413,Coastal Island Charters,Corporate,,Pay On Pickup,907-874-2014,907-874-2605
3414,Emery Inc. World Wide Moving Service,DEAD,DEAD,Pay On Pickup,253-852-3623,253-846-7091
3415,Auburn Riverside Cross Country,DEAD,DEAD,Pay On Pickup,,253-804-5168
3416,,DEAD,DEAD,Pay On Pickup,907-262-8588,907-262-8582
3417,Tarragon,DEAD,DEAD,Pay On Pickup,253-863-6200 ext 126,253-863-2695
,,,,,253-826-5378,c 253-861-5700
3418,,DEAD,DEAD,Pay On Pickup,907-276-1179,
3419,Allweather Wood Products,DEAD,DEAD,Pay On Pickup,970-667-4082,
3420,Ed Selden Floor Coverings,DEAD,DEAD,Pay On Pickup,253-588-2104,253-582-7806
3421,Parthenon Construction,Construction,Null,Pay On Pickup,253-922-1941,253-922-8336
,,,,,253-922-1941,253-922-8336
3422,Department of Natural Resources - Engineering,DEAD,DEAD,Pay On Pickup,,
3423,ASET,DEAD,DEAD,Pay On Pickup,253-854-0211,253-859-5382
3424,Northwest Container Services,Corporate,Sales Rep,Net 10 days,503-286-4873,503-286-4848
,,,,,503-286-4873,503-286-5846
,,,,,503-290-2211,503-286-4848
,,,,,503.290.2248,503.286.4848
,,,,,503-290-2211,503.286.4848
3425,Ceccanti Services,DEAD,DEAD,Pay On Pickup,253-840-0729,253-770-7336
,,,,,253-840-0729,253-770-7336
3426,Western Van and Storage,DEAD,DEAD,Pay On Pickup,,
3427,S & A Electric,DEAD,DEAD,Pay On Pickup,253-564-7993,253-265-6965
,,,,,253-564-7993,253-564-7978
3428,DEAD,DEAD,DEAD,Pay On Pickup,253-582-5696,
3430,McGlynn Plastering,DEAD,DEAD,Pay On Pickup,206-329-2686,206-329-1907
,,,,,206-329-2686,206-329-1907
3432,The Brit Club Of Diego Garcia,Corporate,Null,Net 15,,
3433,B & B Auto Sales,Corporate,Cold Call,Pay On Pickup,253-841-1600,
3434,PESTSTOP.COM Chuck Sullivan Exterminators,Construction ,Null,Pay On Pickup,360-441-1412,
,,,,,360-441-1412,
3435,UW Physicians - Hall Health,DEAD,DEAD,Pay On Pickup,206-616-7596,206-616-3992
3436,J.J. Sprague Inc,DEAD,DEAD,Pay On Pickup,253-845-1030,253-845-6495
3437,"Viking Cabinets, Inc.",DEAD,DEAD,Pay On Pickup,253-875-1555x10,253-875-1550
3438,R & D Supply,DEAD,DEAD,Pay On Pickup,253-850-0900 ext,253-850-0903
3439,Snowbird Travel Club,DEAD,DEAD,Pay On Pickup,253-922-7944,253-922-5296
3440,DEAD,DEAD,DEAD,Pay On Pickup,,
3441,International Mountain Guides,Corporate,Prior Customer,Net 10,253-572-3311,253-572-3311
,,,,,425-822-5662,360-569-0824
,,,,,360-569-2609,
,,,,,360-569-2609,866-279-7455
,,,,,360-569-2609,
,,,,,206-375-4856,
,,,,,619-894-7135,
3442,Northwest Waterfowl,DEAD,DEAD,Pay On Pickup,206-609-3046,
3443,Sak Construction,DEAD,DEAD,Pay On Pickup,425-392-1569,425-392-6210
,,,,,425-392-1569,425-392-6210
3444,Recover 11-21-00,DEAD,DEAD,Pay On Pickup,,
3445,Tribune Media Services,DEAD,DEAD,Pay On Pickup,800-424-4747,518-793-1713
3446,Marine View Sand and Gravel,DEAD,DEAD,Pay On Pickup,253-572-2867,253-572-8842
3447,Cascade Pembroke Welsh Corgi Club,DEAD,DEAD,Pay On Pickup,253-460-0090,
3448,PLU School of Arts,DEAD,DEAD,Pay On Pickup,253-535-7150,
,,,,,253-535-7807,
,,,,,253-535-7807,
3449,North Hill Concrete Pumping,DEAD,DEAD,Pay On Pickup,253-922-7789,
3450,Professional Technicans,DEAD,DEAD,Pay On Pickup,253-848-4184,253-848-4345
3451,Hometown Hardware,DEAD,DEAD,Pay On Pickup,253-952-9267,
3452,Fife Public Schools,School,Referral,Net 30,253-517-1000,253-517-1051
,,,,,253-517-100 ext 2511,
,,,,,253-517-1030,253-517-1053
,,,,,253-517-1400,
,,,,,253-517-1020,
,,,,,253-348-3030,
,,,,,253-517-1000 #25139xt25139,
,,,,,,
,,,,,253-517-1060,
,,,,,253-517-1000 ext 25149,
,,,,,,
,,,,,253-517-1000 X29163,
,,,,,253-517-1000,
3453,Mary Bridge Children's Hospital,DEAD,DEAD,Pay On Pickup,(253) 403-4665,
3454,Northwest Bus Sales,Corporate,Walk In,Pay On Pickup,253-841-9580,253-922-8303
,,,,,253-841-9580,253-922-8303
,,,,,253-841-9580,
,,,,,702-358-3636,
,,,,,702-456-9800,
,,,,,253-841-9997,
,,,,,206-659-2347,
,,,,,541-531-3934,
,,,,,253-841-9997,
,,,,,,
,,,,,253-841-9997 ex700,
,,,,,253-569-1242,
3455,Unisource Manufacturing Inc.,Corporate,Direct Mail,Pay On Pickup,206-767-6601,206-767-7460
3456,GenCon Pacific Inc. BANKRUPT,DEAD,DEAD,Pay On Pickup,253-952-0220,253-952-0336
,,,,,253-952-0220,253-952-0336
,,,,,253-952-0220,253-952-0336
,,,,,253-952-0220,253-952-0336
,,,,,,
3457,Fixtures Northwest,DEAD,DEAD,Pay On Pickup,,
3460,Belltown Billiards,DEAD,DEAD,Pay On Pickup,206-448-6779,206-441-9513
,,,,,206-448-6779,206-441-9513
3461,Q.F.C. #855,DEAD,DEAD,Pay On Pickup,425-743-1127,
3462,Q.F.C. #846,DEAD,DEAD,Pay On Pickup,425-226-2200,
,,,,,(425) 226-2200,
3463,Q.F.C. #857,DEAD,DEAD,Pay On Pickup,425-771-3962,
3464,Q.F.C. # 858,DEAD,DEAD,Pay On Pickup,206-363-5717,
3465,Alan Johnson,DEAD,DEAD,Pay On Pickup,206-363-5717,206-368-8818
3466,Q.F.C. #109,DEAD,DEAD,Pay On Pickup,253-863-1901,
,,,,,(253) 863-1901,
3467,Q.F.C. #113,DEAD,DEAD,Pay On Pickup,360-458-5854,
,,,,,(360) 458-5884,
3468,Q.F.C. #823a,DEAD,DEAD,Pay On Pickup,206-783-0770,
,,,,,206-783-0770,
3469,University of Washington Alumni,DEAD,DEAD,Pay On Pickup,206-543-0540,206-685-0611
,,,,,206-685-9223,206-685-0611
3470,Stellar Structures,DEAD,DEAD,Pay On Pickup,253-891-2400,253-891-1444
,,,,,253-891-2400,253-891-1444
3471,Sea-Tac Roofing Supply,DEAD,DEAD,Pay On Pickup, , 
,,,,, , 
3472,Lakeland Builder,DEAD,DEAD,Pay On Pickup,253-925-2021,253-925-2021
,,,,,253-925-2021,253-925-2021
,,,,,,
3473,Employee Ratinik,DEAD,DEAD,Pay On Pickup,,
3474,International Association of Arson Investigators,Corporate,Customer Referral,Pay On Pickup,253-209-0338,253-770-3333
3475,Thomas Construction Company,DEAD,DEAD,Pay On Pickup,425-432-8450,425-432-8457
3476,Shirtz to Go Des Moines,DEAD,DEAD,Pay On Pickup,206-242-4055,c206-949-5989
3477,Q.F.C. #126,DEAD,DEAD,Pay On Pickup,360-438-3392,
3480,Lakeland Builders,DEAD,DEAD,Pay On Pickup,253-925-2021,253-925-2021
3481,Thriftway #277 (Gig Harbor),DEAD,DEAD,Pay On Pickup,253-858-2400,253-851-2718
3482,Walgreens #4157,DEAD,DEAD,Pay On Pickup,206-417-0404,
3483,Walgreens #3788,DEAD,DEAD,Pay On Pickup,206-361-5058,
3484,Spring Air Mattress - Cal.,DEAD,DEAD,Pay On Pickup,626-961-0756 ext147,626-333-9752
3485,M V Scott Free,DEAD,DEAD,Pay On Pickup,253-924-3677,253-924-2402
3486,Alberston's #413,DEAD,DEAD,Pay On Pickup,425-338-3956,
3487,Albertsons #402,DEAD,DEAD,Pay On Pickup,360-279-8828,
3488,DaVita Wa.,Corporate,Cold Call,Net 10,253-272-1916,253-272-1189
,,,,,253-512-2400,253-512-0196
,,,,,503-692-3920,866-353-4805
,,,,,253-680-8082,253-272-3198
,,,,,253-280-9637,
3489,Albertsons #404,DEAD,DEAD,Pay On Pickup,360-452-2307,
3490,Albertson's #467,DEAD,DEAD,Pay On Pickup,253-565-5995,
3491,Albertsons #407,DEAD,DEAD,Pay On Pickup,360-705-3569,
3492,Albertsons # 410,DEAD,DEAD,Pay On Pickup,206-306-8780,
3493,Albertsons #470,DEAD,DEAD,Pay On Pickup,425-235-7700,
3494,Albertsons # 411,DEAD,DEAD,Pay On Pickup,206-243-8080,
3495,Albertsons # 485,DEAD,DEAD,Pay On Pickup,425-670-9803,
3496,Albertsons #473,DEAD,DEAD,Pay On Pickup,206-439-7212,
3497,Albertsons #491,DEAD,DEAD,Pay On Pickup,253-939-5993,
3498,Albertsons # 492,DEAD,DEAD,Pay On Pickup,360-692-8088,
3500,Albertsons # 493,DEAD,DEAD,Pay On Pickup,253-538-1688,
3501,Albertsons # 495,DEAD,DEAD,Pay On Pickup,253-826-2401,
3502,Albertson's #415,DEAD,DEAD,Pay On Pickup,360-459-9340,
3503,Albertson's #480,DEAD,DEAD,Pay On Pickup,360-491-8283,
3504,Albertson's #419,DEAD,DEAD,Pay On Pickup,360-876-2085,
3505,Albertsons #456,DEAD,DEAD,Pay On Pickup,425-481-8990,
,,,,,425-481-8990,
3506,Albertson's #447,DEAD,DEAD,Pay On Pickup,206-365-2422,
3507,Albertsons #460,DEAD,DEAD,Pay On Pickup,253-838-8988,
3508,Albertsons #461,DEAD,DEAD,Pay On Pickup,425-347-3681,
3509,Albertson's #465,DEAD,DEAD,Pay On Pickup,253-582-5844,
3510,Bills Distributing,DEAD,DEAD,Pay On Pickup,360-456-2221,
,,,,,800-562-6180,
3511,Garguiles Red Apple,DEAD,DEAD,Pay On Pickup,360-377-3908,
3513,Q.F.C. #850,DEAD,DEAD,Pay On Pickup,425-485-1991,425-486-9646
3514,7-11 #23107,DEAD,DEAD,Pay On Pickup,425-743-6165,253-796-7121
3515,7-11 #22433,DEAD,DEAD,Pay On Pickup,253-475-4308,253-471-7204
3516,GE Financial Assurance,DEAD,DEAD,Pay On Pickup,1-800-462-8744,262-792-1348
,,,,,800-462-8744,262-792-1348
3517,Riverside Embroidery ,DEAD,DEAD,Pay On Pickup,208-321-7025,
3518,Cook Hauling Inc,DEAD,DEAD,Pay On Pickup,360-458-2860,360-458-8649
3519,Radtke Marine Inc,DEAD,DEAD,Pay On Pickup,206-789-5850,206-782-4496
3520,Prudential Contact Group,DEAD,DEAD,Pay On Pickup,253-848-6641,
3521,Hedden Elementary,DEAD,DEAD,Pay On Pickup,253-517-1500,
,,,,,253-517-1500,
3522,7-11,DEAD,DEAD,Pay On Pickup,206-524-0307,
3523,SCM Trucking,DEAD,DEAD,Pay On Pickup,253-847-3663,
3524,J. C. W. INTERIORS,DEAD,DEAD,Pay On Pickup,425-482-1078,425-482-1078
3525,Boeing Aerospace Operations,DEAD,DEAD,Pay On Pickup,253-983-4315,253-983-4301
,,,,,253-983-4300,253-983-4301
,,,,,253-983-4307,253-983-4301
3526,Kitsap County Department of Comm. Development,DEAD,DEAD,Pay On Pickup,360-337-4968,360-337-4925
,,,,,360-337-7181,
3527,Sunrise Elementary,DEAD,DEAD,Pay On Pickup,253-841-8744,253-840-8972
,,,,,253-841-8744,253-840-8972
3528,Albertsons #478,DEAD,DEAD,Pay On Pickup,425-353-8511,
3529,Rainier Richlite,Construction ,Customer Referral,Net 10,C253-228-9157,253-383-5536
,,,,,253-383-5533x119,
,,,,,253-383-5533,
,,,,,253-383-5533,
,,,,,253-532-9012X112,
3530,Smith Gardens,DEAD,DEAD,Pay On Pickup,1-360-733-4671,1-360-647-1468
3531,Q.F.C. #127,DEAD,DEAD,Pay On Pickup,360-456-3991,
3532,Mr. Ed's  Bingo & Casino Supply,DEAD,DEAD,Pay On Pickup,253-926-6990,
,,,,,1-888-404-6990,253-261-9433
3533,Medallion Foods,Corporate,Null,Net 10,253-846-2600 EXT104,253-846-7191
,,,,,253-846-2600 EXT. 104,253-846-7191
3535,Grenley Stewart,DEAD,DEAD,Pay On Pickup,253-272-7808,253-627-3407
3537,Knight Excavating,Construction,Referral,Pay On Pickup,253-639-1783,
,,,,,253-863-0965,253-863-0961
,,,,,253-863-0965,253-863-0961
3538,SME CORPORATION,DEAD,DEAD,Pay On Pickup,253-572-9773,253-272-1190
3539,SpaceSaver NW,DEAD,DEAD,Pay On Pickup,206-764-8864 ext 105,
,,,,,206-763-4030,
,,,,,"206-774-6871

",425-656-1091
,,,,,206-774-6867,206-764-8865
,,,,,206-774-6864,
3540,Catalogue Samples,DEAD,DEAD,Pay On Pickup,,
3541,Cascade Capital Lumber International,DEAD,DEAD,Pay On Pickup,253-779-5077,253-779-5081
3542,Summit Express,DEAD,DEAD,Pay On Pickup,253-922-4182,253-922-6978
,,,,,253-922-4182,
3544,M & M Trucking and Excavating Inc.,DEAD,DEAD,Pay On Pickup,425-673-9028,425-744-6015
3545,U S Gypsum Co.- Auburn,Corporate,Brian Referral,Net 10,253-876-7797,253-876-2075
,,,,,253-288-2521,
,,,,,253-315-2624,
3546,Lake Spanaway Golf Course,DEAD,DEAD,Pay On Pickup,253-531-3660,253-531-7759
3547,,Corporate,Brian Referral,Net 10, , 
,,,,, ,
,,,,,253-238-8417,
,,,,,253-238-8412,
3549,New Futures,DEAD,DEAD,Pay On Pickup,206-248-9647,206-248-9649
,,,,,206-248-9647,206-248-9649
3550,Chem Dry Meridian,Corporate,Cold Call,Pay On Pickup,253-537-4656,253-927-4630
,,,,,253-537-4656,253-927-4630
3551,American Printing,DEAD,DEAD,Pay On Pickup,406-755-4993,
3552,,DEAD,DEAD,Pay On Pickup,907-283-4938,
3553,DEAD,DEAD,DEAD,Pay On Pickup,,
3555,A & A Card Service,DEAD,DEAD,Pay On Pickup,253-826-8206,253-826-2336
,,,,,800-725-1243,
,,,,,253-826-8206,253-826-2336
3557,DENNY'S BACKHOE SERVICE,DEAD,DEAD,Pay On Pickup,253-843-9331,
3558,"Aspen Properties, LLC",DEAD,DEAD,Pay On Pickup,,
3559,"Hodder & Land, PLLC",DEAD,DEAD,Pay On Pickup,253-566-3174,253-566-3301
3560,WSU Master Gardeners - Kitsap County,Corporate,Customer Referral master garden,Pay On Pickup,360-876-5233,
3561,Glacier NW - Colorado,DEAD,DEAD,Pay On Pickup,970-984-3310,970-984-3318
